CASEID,hunt_fish,scientists,education,ideology,urbanrural
212872,0,50,2,6,small town
212896,0,70,7,3,small town
212902,0,75,7,1,small town
212940,1,100,7,2,suburb
212964,,100,7,4,
212988,1,60,4,6,city
212995,0,50,2,6,city
213004,1,100,6,6,small town
213011,0,50,2,5,rural
213028,0,85,6,1,city
213035,0,100,3,2,suburb
213042,0,50,8,2,suburb
213059,0,85,4,2,city
213066,0,,2,6,city
213073,1,50,2,6,rural
213080,1,90,6,4,small town
213103,,,5,7,
213127,0,60,3,,small town
213134,0,85,1,4,city
213141,,,3,5,
213165,0,100,6,3,small town
213172,0,100,2,2,city
213189,0,75,8,2,suburb
213196,0,60,7,5,suburb
213202,0,80,3,4,city
213219,0,100,6,5,suburb
213226,0,50,3,7,suburb
213240,0,100,3,1,city
213257,0,60,3,4,suburb
213264,1,50,3,4,city
213271,1,85,3,5,small town
213288,0,85,2,,suburb
213295,0,60,6,4,rural
213301,0,100,6,3,city
213318,,,2,3,
213325,0,60,5,6,city
213332,0,100,7,2,city
213349,0,85,7,5,small town
213356,0,100,6,5,rural
213363,1,100,2,,small town
213370,1,100,6,3,city
213394,0,85,2,3,small town
213400,1,100,6,4,rural
213424,1,85,2,6,suburb
213431,0,100,5,6,city
213448,0,87,3,6,suburb
213455,0,85,7,3,small town
213462,0,85,3,6,suburb
213479,0,100,2,,small town
213486,,,6,,
213493,,,6,6,
213516,1,70,5,6,small town
213561,0,100,2,3,city
213578,0,100,3,4,suburb
213585,1,100,6,6,suburb
213592,0,100,2,3,rural
213608,1,100,3,4,small town
213615,1,100,7,1,suburb
213622,0,100,6,1,city
213639,1,90,2,6,city
213646,1,70,6,7,small town
213653,0,100,3,1,suburb
213677,0,50,1,4,small town
213684,0,100,6,2,city
213691,0,70,5,6,small town
213707,0,100,6,1,city
213714,0,76,7,2,city
213721,0,70,7,6,small town
213738,,,4,7,
213745,0,50,6,4,small town
213752,,,3,6,
213769,0,80,2,3,city
213776,1,85,6,6,city
213783,0,70,6,3,city
213806,0,100,8,6,suburb
213813,0,30,5,6,city
213837,0,100,3,6,city
213844,1,85,6,5,small town
213851,0,80,3,6,suburb
213868,1,85,2,,city
213875,,,3,6,
213882,0,100,7,2,city
213899,1,50,6,6,small town
213912,1,85,6,3,small town
213929,0,50,3,6,city
213936,0,80,6,4,suburb
213943,0,70,2,5,small town
213950,0,85,7,2,suburb
213967,0,100,7,2,suburb
213974,0,100,2,4,city
213981,0,70,7,6,suburb
213998,0,85,6,,city
214007,0,60,4,4,city
214014,1,85,1,,city
214038,0,99,6,4,suburb
214045,0,100,7,4,suburb
214069,0,60,5,6,suburb
214076,1,85,6,6,suburb
214083,1,85,3,4,city
214090,1,100,8,2,small town
214113,1,85,2,5,rural
214120,0,85,7,3,small town
214151,0,100,7,3,suburb
214168,0,50,2,5,small town
214175,0,70,4,3,suburb
214199,1,100,5,4,suburb
214205,0,85,2,4,small town
214212,0,100,5,2,city
214229,0,50,6,6,small town
214236,0,70,5,5,suburb
214250,0,85,6,2,city
214267,0,50,2,6,suburb
214281,0,100,7,1,suburb
214311,0,90,4,2,small town
214328,0,16,5,6,small town
214335,0,100,6,1,suburb
214342,,,7,3,
214366,0,100,7,2,suburb
214380,0,40,3,7,suburb
214397,1,50,4,6,suburb
214403,0,15,7,6,suburb
214410,0,70,1,,suburb
214427,0,75,7,,city
214458,0,100,4,4,rural
214465,0,100,7,1,city
214489,1,90,7,5,city
214502,1,90,8,5,rural
214526,0,,1,4,city
214540,0,100,2,4,suburb
214564,0,100,6,2,suburb
214571,0,85,8,6,city
214588,1,70,6,6,suburb
214601,1,33,2,6,rural
214625,0,100,6,1,city
214632,0,60,2,3,city
214649,1,70,5,6,suburb
214656,1,100,6,6,rural
214687,0,50,5,4,small town
214694,0,85,6,6,small town
214700,0,90,8,2,suburb
214717,0,60,2,4,city
214724,1,40,3,6,suburb
214731,0,60,2,4,suburb
214748,0,50,3,,small town
214755,0,85,7,,suburb
214762,1,60,3,6,small town
214779,0,60,3,6,small town
214786,0,85,5,4,city
214793,0,60,5,3,small town
214809,0,100,3,1,city
214816,1,100,3,5,small town
214823,0,100,4,2,city
214830,0,100,6,2,suburb
214847,0,100,7,4,suburb
214854,1,50,2,6,rural
214861,0,85,2,6,small town
214885,1,85,4,,city
214908,0,70,7,4,small town
214922,0,60,2,2,small town
214939,0,100,6,3,city
214946,0,60,5,4,city
214953,0,98,7,2,suburb
214960,0,50,6,4,suburb
214977,,60,3,6,
214984,0,80,2,7,suburb
215000,0,100,2,6,small town
215017,0,100,6,3,small town
215024,0,80,2,4,rural
215031,0,86,2,5,city
215048,1,100,6,4,city
215055,0,90,7,6,suburb
215062,0,85,6,2,city
215079,,,3,,
215086,1,70,6,,city
215093,,,3,6,
215109,0,70,1,,city
215116,0,70,6,4,city
215130,0,65,6,5,suburb
215154,0,90,3,6,rural
215161,0,85,5,5,small town
215178,1,100,2,1,suburb
215208,0,100,,7,suburb
215222,0,50,2,6,small town
215246,0,50,6,6,suburb
215253,1,60,6,6,suburb
215260,0,100,2,,city
215284,0,85,3,6,small town
215291,1,70,6,6,suburb
215314,1,85,6,6,city
215321,0,100,2,4,rural
215338,,,5,6,
215345,0,70,2,,small town
215352,1,100,6,1,suburb
215376,0,100,6,2,suburb
215383,0,60,2,7,suburb
215390,0,50,6,6,small town
215406,0,100,6,2,suburb
215413,0,100,4,6,small town
215420,0,85,3,7,rural
215444,0,100,3,,city
215451,0,85,8,3,suburb
215468,0,100,6,2,city
215475,,,6,4,
215482,0,100,7,2,city
215499,0,100,7,6,small town
215505,0,15,2,4,small town
215512,0,100,6,2,city
215529,0,100,5,3,city
215536,0,60,6,2,suburb
215543,0,100,6,2,suburb
215550,1,80,6,3,small town
215567,0,50,6,,city
215574,,,2,6,
215598,0,50,2,,small town
215628,1,85,3,3,suburb
215635,0,60,2,6,rural
215642,0,100,6,2,suburb
215659,0,50,6,6,suburb
215666,1,70,5,6,small town
215673,0,85,3,4,rural
215680,1,50,3,1,small town
215697,0,100,7,1,city
215703,0,85,6,4,rural
215710,0,75,6,7,rural
215727,0,85,2,4,city
215734,1,95,6,3,city
215741,0,100,7,4,suburb
215758,1,70,2,5,suburb
215772,1,85,6,6,suburb
215789,1,100,4,3,city
215796,0,60,7,7,rural
215802,1,70,3,,rural
215819,0,50,6,3,suburb
215826,0,85,4,3,suburb
215833,1,60,3,6,rural
215840,1,80,4,6,rural
215857,0,85,6,4,suburb
215864,,60,2,,small town
215888,1,85,7,5,small town
215895,0,85,3,1,city
215918,0,50,4,,rural
215925,0,85,2,4,city
215949,1,70,2,5,small town
215970,0,100,2,1,suburb
215987,1,100,7,2,city
215994,1,70,4,4,rural
216003,1,85,3,3,small town
216010,1,70,4,3,small town
216027,0,100,1,,small town
216034,,,7,4,
216041,,,3,,
216058,0,50,6,6,suburb
216065,1,100,4,2,suburb
216089,1,85,8,2,city
216096,0,85,6,5,suburb
216126,0,85,7,3,suburb
216133,0,60,3,5,rural
216140,0,100,8,3,suburb
216157,0,85,2,,city
216164,1,60,4,4,rural
216195,1,100,6,6,suburb
216201,0,100,2,4,small town
216218,1,90,4,2,rural
216225,1,50,4,,rural
216232,0,60,1,,city
216249,1,75,6,6,city
216263,0,85,6,4,small town
216270,0,100,6,1,city
216287,0,100,6,4,city
216300,0,90,5,5,small town
216317,0,100,3,2,suburb
216331,0,80,3,1,small town
216355,1,85,6,3,small town
216362,0,100,7,3,suburb
216379,0,85,,,small town
216386,1,85,3,4,small town
216393,0,85,7,2,rural
216409,0,95,7,2,city
216416,1,85,4,4,city
216423,1,97,7,2,small town
216430,0,85,4,4,rural
216447,0,50,2,7,small town
216461,1,100,5,4,suburb
216478,1,100,2,,suburb
216492,0,70,2,,small town
216508,0,60,3,7,rural
216515,0,70,2,2,city
216522,1,60,2,6,suburb
216546,0,70,7,2,rural
216553,0,85,2,1,city
216560,0,100,8,1,suburb
216577,1,50,2,6,suburb
216584,0,,4,,small town
216591,1,85,4,6,rural
216607,1,100,7,1,city
216614,1,70,1,7,rural
216621,0,100,3,3,small town
216645,0,100,3,2,rural
216652,0,50,3,2,suburb
216669,1,70,3,7,small town
216683,,,1,,
216690,0,100,6,1,small town
216706,1,50,6,6,city
216713,,,1,,
216720,1,85,1,7,rural
216737,0,85,2,2,suburb
216751,1,50,7,6,suburb
216768,1,65,3,6,city
216775,,,4,6,
216782,0,90,8,2,suburb
216829,1,85,3,5,city
216836,0,85,3,5,city
216843,1,90,8,2,city
216850,,,7,2,
216867,1,100,7,3,city
216874,1,100,1,2,suburb
216881,1,100,5,4,rural
216898,0,80,6,3,rural
216904,1,70,4,6,suburb
216911,0,55,1,6,suburb
216928,0,60,3,,suburb
216935,1,100,8,2,city
216942,0,85,2,3,small town
216966,,,2,4,
216973,0,50,5,4,small town
216980,,,2,,
216997,0,70,8,6,suburb
217013,0,100,8,4,suburb
217020,1,99,7,2,suburb
217037,1,100,6,,rural
217051,0,85,5,4,rural
217068,0,70,6,2,city
217075,0,85,7,1,small town
217082,1,85,8,3,suburb
217105,0,100,6,4,suburb
217129,0,60,3,7,small town
217136,0,100,7,,suburb
217143,0,50,3,7,rural
217150,0,50,3,4,city
217174,1,85,6,,city
217198,0,10,1,5,suburb
217204,0,20,5,4,suburb
217211,0,100,7,5,suburb
217228,1,100,6,5,city
217242,0,85,6,5,suburb
217259,0,70,6,6,suburb
217266,0,100,8,3,rural
217280,0,70,4,4,rural
217297,1,15,5,6,rural
217303,1,70,2,5,city
217334,0,50,4,4,rural
217358,0,50,6,4,small town
217365,1,100,6,3,suburb
217389,0,60,6,5,city
217396,0,100,6,5,city
217419,0,50,3,7,suburb
217426,0,100,2,2,city
217433,0,100,6,4,small town
217471,0,85,1,3,small town
217488,1,85,2,2,small town
217495,0,50,3,4,rural
217501,1,85,6,4,city
217525,,,1,,
217532,1,60,5,5,rural
217549,0,85,2,6,city
217556,0,75,6,1,city
217563,0,85,1,6,small town
217617,1,100,3,2,city
217624,0,100,3,4,suburb
217631,0,100,7,6,small town
217648,1,70,3,6,rural
217655,0,100,6,2,city
217662,1,100,6,3,suburb
217679,0,90,7,4,rural
217686,,,2,,
217709,1,50,6,6,suburb
217730,0,60,,2,city
217747,0,50,5,4,small town
217754,1,70,1,4,small town
217761,0,85,3,2,city
217785,1,100,6,3,rural
217792,0,85,6,6,suburb
217808,0,100,3,4,suburb
217815,0,100,6,3,suburb
217822,0,100,3,3,small town
217839,1,100,6,2,city
217846,1,20,2,,small town
217853,0,50,3,7,rural
217860,,100,2,1,
217877,0,100,4,,city
217884,,,3,6,
217891,0,50,2,6,small town
217907,,,3,6,
217914,0,85,3,3,suburb
217938,0,85,8,3,city
217945,0,85,2,2,city
217952,0,50,1,4,rural
217969,0,70,5,6,suburb
217976,0,85,6,,suburb
217983,1,100,7,,small town
217990,0,60,3,7,suburb
218016,1,50,2,4,suburb
218023,1,40,5,4,small town
218030,0,85,4,4,suburb
218047,0,50,6,4,suburb
218054,1,50,4,5,city
218061,0,95,2,2,suburb
218078,0,0,3,,small town
218085,1,85,7,2,small town
218092,1,50,3,4,rural
218108,0,100,3,5,small town
218122,1,100,7,2,small town
218139,1,100,1,2,small town
218146,0,70,7,2,suburb
218160,1,100,2,4,small town
218177,0,60,3,,city
218184,0,70,1,,rural
218207,0,85,,4,small town
218214,,,6,6,
218221,0,85,7,3,city
218238,0,85,7,5,suburb
218245,0,85,2,5,small town
218252,0,70,8,3,suburb
218283,1,100,3,4,rural
218290,0,100,5,4,small town
218306,0,52,6,4,small town
218313,0,85,6,4,rural
218320,0,85,4,4,suburb
218337,1,85,3,5,rural
218344,0,85,7,4,small town
218368,1,70,2,,rural
218375,0,90,2,5,rural
218382,0,60,6,7,small town
218399,,,4,,
218405,0,85,2,6,small town
218412,0,85,2,5,suburb
218429,0,100,7,3,small town
218436,0,50,4,6,small town
218443,0,85,6,6,suburb
218450,0,85,4,,city
218467,0,100,6,3,city
218474,1,55,6,5,suburb
218481,0,70,6,6,city
218504,1,85,2,6,rural
218511,0,,6,6,small town
218528,0,90,6,4,small town
218535,0,100,6,2,city
218542,,,6,2,
218559,0,50,6,5,suburb
218573,1,100,6,2,rural
218597,0,90,6,4,suburb
218603,1,60,3,6,small town
218610,0,50,2,,city
218627,0,100,8,3,small town
218658,1,100,3,,small town
218672,0,100,1,,small town
218696,1,40,4,,city
218733,1,100,7,2,small town
218740,0,100,4,,suburb
218757,0,90,7,6,city
218764,0,100,5,,city
218771,0,60,7,2,suburb
218801,0,85,3,6,small town
218818,,,2,5,
218825,1,50,7,6,suburb
218856,1,50,6,7,suburb
218863,,,6,7,
218870,0,100,6,6,suburb
218887,0,70,4,,rural
218917,0,60,6,,suburb
218924,0,95,7,2,small town
218955,0,30,4,4,city
218979,1,85,7,3,rural
218986,0,100,6,3,city
218993,0,100,2,1,rural
219019,0,100,3,4,suburb
219026,1,30,3,7,suburb
219033,0,100,6,3,city
219040,0,70,6,6,suburb
219057,1,100,2,7,small town
219064,0,50,6,4,city
219071,1,60,1,6,suburb
219088,,,6,6,
219095,1,70,3,7,rural
219101,0,100,2,,small town
219118,0,100,2,2,small town
219125,0,60,6,6,suburb
219149,0,100,6,6,suburb
219156,1,85,3,6,city
219163,0,85,2,3,suburb
219170,0,85,7,4,city
219187,0,100,6,4,city
219200,,,6,4,
219217,0,60,5,1,city
219231,0,98,8,2,suburb
219255,0,100,7,2,suburb
219262,0,70,6,6,city
219279,0,50,7,4,suburb
219286,0,100,6,4,suburb
219293,0,100,4,2,small town
219309,,50,6,6,suburb
219316,0,75,3,2,small town
219323,0,100,2,4,suburb
219361,0,40,6,7,city
219378,0,90,3,3,small town
219392,1,100,6,3,suburb
219422,0,90,3,2,city
219439,0,70,3,,small town
219453,1,85,7,6,suburb
219477,0,70,6,6,suburb
219484,0,85,6,3,suburb
219507,1,100,4,3,small town
219514,1,70,6,6,rural
219521,,,2,6,
219552,0,60,3,4,rural
219569,0,70,5,3,suburb
219576,0,50,6,6,small town
219583,0,60,6,5,small town
219590,0,85,6,1,city
219613,0,50,3,,small town
219637,0,100,8,2,small town
219644,1,60,3,6,suburb
219651,1,85,3,,city
219668,0,90,2,6,suburb
219675,0,70,2,7,city
219682,0,90,3,,small town
219699,0,70,5,4,small town
219705,0,85,2,6,small town
219729,0,60,4,,small town
219736,0,100,6,5,city
219743,0,70,6,6,small town
219750,0,65,2,6,rural
219767,0,50,3,2,city
219774,0,100,6,4,rural
219781,1,60,5,7,rural
219798,,,4,4,
219804,0,100,6,5,rural
219811,0,85,7,4,suburb
219828,0,100,1,5,small town
219835,1,100,2,,small town
219859,0,100,7,2,suburb
219866,,,7,2,
219873,1,85,2,4,small town
219897,1,85,6,5,small town
219903,0,70,3,5,rural
219910,0,90,8,2,suburb
219927,1,50,1,6,suburb
219941,0,85,7,2,suburb
219958,0,50,6,7,small town
219996,0,60,3,2,city
220002,1,50,5,,suburb
220019,0,70,5,5,small town
220026,1,100,6,3,city
220033,0,70,5,6,city
220057,0,50,6,6,suburb
220064,0,90,8,3,city
220071,1,85,8,3,city
220088,0,100,3,7,rural
220095,1,100,2,4,rural
220101,0,,6,,city
220118,,,1,,
220125,0,85,2,1,suburb
220149,0,85,2,2,rural
220163,0,85,5,6,small town
220170,0,50,4,3,city
220187,0,100,5,,suburb
220200,0,60,6,5,rural
220217,0,50,5,6,suburb
220224,0,100,6,1,small town
220231,1,85,7,4,city
220248,0,85,6,3,suburb
220286,1,70,7,2,suburb
220293,1,50,2,,small town
220309,1,50,2,6,suburb
220316,1,95,6,3,suburb
220323,,,7,4,
220330,0,50,3,4,small town
220347,1,85,6,5,small town
220354,0,100,2,4,city
220361,1,100,3,4,rural
220378,0,100,3,7,suburb
220385,0,60,6,6,suburb
220392,0,100,8,3,small town
220408,1,98,,4,suburb
220439,1,60,,4,small town
220446,0,85,5,3,suburb
220453,0,85,3,4,small town
220477,0,95,7,2,suburb
220484,0,100,6,3,suburb
220491,1,85,4,,rural
220507,0,85,7,3,small town
220514,0,60,2,5,suburb
220521,1,75,7,6,rural
220538,0,100,7,2,suburb
220552,1,95,6,2,suburb
220569,1,85,6,5,city
220576,0,100,3,,small town
220590,0,100,1,4,small town
220606,1,70,3,6,small town
220613,0,100,7,4,city
220620,0,85,7,4,suburb
220637,,85,8,3,
220651,1,100,5,3,small town
220682,1,60,5,7,rural
220699,0,50,4,4,rural
220712,1,85,6,6,city
220729,0,85,6,6,rural
220743,0,100,6,4,suburb
220750,1,100,6,2,small town
220767,0,70,4,5,suburb
220774,1,70,2,6,rural
220798,0,100,6,2,city
220804,,,6,2,
220828,1,100,2,,city
220842,0,50,2,,small town
220859,,,2,4,
220866,0,100,7,2,city
220880,0,50,3,,rural
220897,0,85,7,1,suburb
220927,0,100,6,2,city
220934,0,100,7,3,suburb
220941,0,75,6,4,rural
220958,0,100,2,4,suburb
220965,0,70,6,7,small town
220989,0,100,3,,city
221012,0,85,6,4,city
221029,0,60,3,4,city
221036,0,85,3,4,small town
221043,0,100,5,2,suburb
221050,1,85,3,5,suburb
221067,0,100,3,4,city
221074,0,30,6,4,suburb
221081,0,70,1,3,rural
221098,0,50,2,4,small town
221104,0,50,5,7,small town
221111,0,100,5,7,suburb
221128,0,80,3,,city
221142,0,95,6,2,suburb
221159,0,85,3,,city
221166,0,100,6,3,city
221173,0,100,7,2,city
221180,0,100,7,2,suburb
221210,0,85,3,7,city
221234,0,100,,2,small town
221265,0,100,1,,small town
221272,1,50,6,7,suburb
221289,1,85,2,,rural
221296,1,100,3,2,rural
221302,,,7,2,
221319,1,60,,7,rural
221326,1,50,1,6,small town
221333,,,3,6,
221340,0,100,7,,city
221357,0,70,3,,city
221364,1,50,2,,city
221371,1,90,3,5,suburb
221388,0,50,6,3,suburb
221395,1,85,8,3,city
221401,0,100,6,5,city
221418,0,85,8,4,suburb
221425,0,,8,7,rural
221432,0,85,6,3,suburb
221449,0,90,5,5,suburb
221456,0,100,2,2,small town
221463,0,85,6,1,suburb
221470,0,85,2,6,suburb
221487,,,6,2,
221494,,70,3,3,city
221500,0,75,3,,suburb
221517,0,85,3,2,small town
221531,0,100,3,2,city
221548,0,100,8,2,city
221555,0,100,3,,city
221562,0,60,3,6,small town
221579,0,100,7,4,suburb
221586,0,100,6,4,rural
221593,0,100,2,3,small town
221609,1,85,4,3,city
221616,1,0,2,7,rural
221623,0,40,3,2,suburb
221647,0,100,3,2,suburb
221661,,,1,4,
221678,0,100,2,,city
221692,1,85,4,6,rural
221708,0,80,3,2,city
221715,1,100,2,4,rural
221739,0,88,3,2,small town
221746,0,60,2,,small town
221753,,,2,6,
221760,0,70,7,3,suburb
221777,1,100,3,2,small town
221784,1,60,6,,small town
221807,0,100,7,4,rural
221814,0,70,3,,small town
221838,0,60,7,5,suburb
221852,0,50,3,6,suburb
221869,1,50,3,5,city
221876,1,100,3,4,city
221883,1,50,6,7,rural
221890,1,90,8,2,city
221906,0,50,2,,suburb
221920,0,100,1,7,suburb
221937,1,100,2,5,small town
221944,,,6,,
221951,,,8,4,
221968,0,85,6,6,city
221975,0,90,8,3,rural
221982,0,85,6,2,city
221999,0,100,7,2,city
222008,0,100,5,4,city
222022,1,90,7,2,city
222039,1,40,4,6,small town
222046,1,85,3,7,small town
222053,0,85,7,2,rural
222060,0,85,5,6,small town
222091,1,100,2,4,rural
222107,0,85,2,4,small town
222114,1,60,3,6,small town
222121,0,99,3,2,suburb
222138,0,50,3,5,city
222169,1,85,3,6,rural
222183,0,100,3,4,city
222190,0,80,8,6,suburb
222213,0,100,2,1,city
222220,0,0,4,,suburb
222237,0,85,1,6,suburb
222244,,,6,5,
222251,0,100,8,1,city
222268,1,70,3,3,small town
222275,0,50,2,6,rural
222299,0,100,6,1,city
222312,0,85,3,7,small town
222336,0,85,6,5,city
222343,,,6,4,
222350,1,50,6,7,small town
222367,0,50,3,5,suburb
222374,0,50,2,6,small town
222381,0,70,2,2,suburb
222398,1,100,2,4,city
222404,0,85,6,3,suburb
222435,1,100,6,5,city
222442,0,100,4,,small town
222459,0,50,7,3,suburb
222466,0,85,6,,small town
222473,0,100,7,2,suburb
222480,0,60,4,2,small town
222510,1,100,6,7,city
222527,0,100,7,,rural
222541,0,85,6,6,city
222558,0,85,7,3,city
222572,0,60,3,,city
222589,0,50,6,6,small town
222596,0,60,6,3,rural
222602,0,100,7,2,city
222626,0,75,2,5,rural
222633,1,60,3,4,rural
222657,0,76,3,5,city
222664,0,50,1,5,rural
222671,0,70,5,4,suburb
222688,0,85,4,2,suburb
222695,0,59,8,6,small town
222701,0,70,3,6,rural
222718,0,70,6,5,suburb
222725,0,85,6,3,city
222732,1,85,3,4,rural
222749,0,50,6,5,suburb
222756,0,85,8,2,suburb
222763,0,95,6,2,suburb
222770,0,100,3,2,city
222787,,,,4,
222794,0,50,4,1,rural
222800,0,50,2,6,city
222824,0,50,1,4,rural
222831,0,100,6,4,city
222848,0,100,3,6,suburb
222855,1,100,6,3,city
222862,1,50,3,7,rural
222879,,,5,6,
222886,1,85,4,6,rural
222893,0,,2,,city
222916,0,85,2,4,suburb
222930,0,85,6,3,suburb
222947,0,50,6,,small town
222954,0,50,1,6,rural
222961,,,6,6,
222992,0,85,4,4,small town
223001,0,100,8,2,suburb
223025,1,50,5,,small town
223032,0,70,3,5,city
223049,0,85,3,3,suburb
223056,,,8,1,
223063,0,100,4,2,small town
223070,0,85,7,2,suburb
223087,0,100,6,2,city
223094,0,65,7,6,rural
223117,1,50,6,4,small town
223124,0,100,3,4,suburb
223131,0,85,2,4,small town
223148,0,100,5,4,small town
223155,0,50,2,6,city
223179,,,6,6,
223186,0,50,7,6,city
223193,,,6,6,
223209,0,85,2,2,small town
223216,1,50,1,6,rural
223223,1,100,5,6,small town
223230,0,100,2,,city
223247,0,70,7,6,small town
223261,0,60,4,,small town
223278,1,85,3,5,small town
223285,0,100,8,2,city
223292,0,50,4,6,suburb
223315,0,100,3,4,suburb
223322,0,85,2,6,city
223339,0,50,4,5,small town
223346,0,100,4,4,city
223377,0,30,1,4,city
223384,0,85,6,4,rural
223391,0,60,3,5,suburb
223407,0,70,4,4,small town
223445,0,100,7,2,suburb
223452,1,100,6,1,suburb
223469,0,60,6,,suburb
223476,0,100,6,6,city
223483,,,6,4,
223490,0,100,6,,city
223506,,,6,5,
223520,0,100,6,4,city
223537,0,90,1,4,suburb
223551,0,50,3,,small town
223568,0,85,6,6,suburb
223599,0,50,6,7,suburb
223605,0,85,7,2,city
223629,0,70,5,4,small town
223636,1,60,3,4,small town
223643,0,70,2,,rural
223667,0,70,3,4,suburb
223698,0,90,7,2,suburb
223704,0,85,6,2,city
223711,0,30,1,4,city
223728,0,70,3,4,small town
223742,0,98,8,5,suburb
223759,0,100,2,2,city
223766,0,100,5,2,suburb
223780,0,85,3,3,small town
223803,0,85,2,,city
223827,1,50,6,5,rural
223834,0,90,6,2,small town
223841,0,85,2,6,small town
223858,0,50,2,4,city
223865,0,85,7,2,rural
223872,0,90,7,4,suburb
223889,0,90,7,5,suburb
223896,0,85,6,2,suburb
223902,0,85,2,5,city
223926,0,85,8,3,small town
223933,0,100,4,2,suburb
223940,,,6,6,
223957,0,100,6,2,city
223971,1,85,8,4,suburb
223988,0,100,6,4,suburb
223995,0,100,7,2,suburb
224004,0,70,,4,small town
224011,1,50,2,5,small town
224028,0,85,3,3,suburb
224035,1,50,3,7,rural
224042,0,85,3,4,small town
224059,0,100,7,2,suburb
224080,0,85,6,5,small town
224103,0,70,6,6,small town
224110,0,85,3,5,suburb
